DateTime,Biomass,Demand,Fossil,Nuclear,Solar,Wind
2021-10-23,98.4683025,1053.745593125,519.6522875,185.170215,107.401465,341.3918375
2021-10-24,98.4222625,1002.726268125,416.22198,183.934395,158.9402625,383.047325
2021-10-25,99.20992749999999,1241.653954375,660.6039075,189.8021325,106.2238875,334.681605
2021-10-26,99.1481775,1272.98312,635.9198125,189.47967500000001,67.9754075,428.42054
2021-10-27,99.3259475,1276.787134375,600.11775,185.17057,71.8321675,487.44949
2021-10-28,99.43565,1267.10532125,623.44965,189.2527,109.191215,385.591125
2021-10-29,100.6251025,1243.415463125,537.35258,184.9769575,102.17313250000001,496.1305975
2021-10-30,100.2843,1067.45575125,411.29064999999997,187.78695249999998,69.3218375,501.62347
2021-10-31,99.3591,986.861300625,300.604315,178.89033750000002,104.89944750000001,515.232155
2021-11-01,98.869015,1071.473984375,391.2400875,184.1571675,39.2135125,498.747235
2021-11-02,100.3449325,1221.230229375,729.90458,192.241465,63.79655,146.1980325
2021-11-03,100.3814725,1246.7180156250001,812.5425425,192.209585,48.5707,85.632075
2021-11-04,100.37597,1295.46597125,729.316525,187.3244175,21.4146225,371.855975
2021-11-05,100.527385,1274.9525443750001,680.2174775,191.23883,40.450987500000004,423.74181
2021-11-06,99.4233225,1105.018243125,431.9578375,180.65456,65.3266575,622.0624725
2021-11-07,97.6154825,1060.437463125,325.4728875,170.5815025,47.6400825,804.073725
2021-11-08,100.1853175,1261.123415,741.953215,185.44286,59.2488275,279.85600750000003
2021-11-09,100.770555,1304.671724375,783.5422425,186.09723,105.8818375,329.6049775
2021-11-10,101.1899175,1313.5627475000001,834.19822,192.917375,72.7829725,159.381825
2021-11-11,101.4298575,1251.002585625,865.13605,192.96404,67.2753525,80.3653925
2021-11-12,101.45824,1237.130715,809.224685,190.4608675,38.163235,265.982815
2021-11-13,100.857685,1097.60861875,725.56921,189.73764,24.048415000000002,163.865985
2021-11-14,99.28596,968.7091325,695.4129325,191.624345,25.552647500000003,156.07132000000001
2021-11-15,99.70865,1222.42049125,839.326005,192.0493875,14.786005,145.9655225
2021-11-16,99.310165,1245.67414375,878.28679,192.55479,12.1129275,37.058035
2021-11-17,99.212895,1274.9222662500001,772.4237825,191.44625,15.128077499999998,409.5825175
2021-11-18,99.5796675,1281.658095625,604.5665425,184.674315,35.5855725,701.1614075
2021-11-19,100.103165,1240.4491625,580.564475,177.506045,25.396459999999998,687.785655
2021-11-20,99.75519,1106.59725,558.0272875,182.7072125,19.745292499999998,515.3929825
